nom,uai,type_etablissement,commune,academie,departement,secteur,ips,latitude,longitude
Lycée général et technologique Elie Faure,0332744D,lycee,Lormont,Bordeaux,Gironde,Public,99.7,44.86955591199073,-0.5214995676513247
Lycée général et technologique Jean Condorcet,0332747G,lycee,Bordeaux,Bordeaux,Gironde,Public,90,44.85906780495569,-0.5776829076302
Lycée général Sud Médoc,0332831Y,lycee,Le Taillan-Médoc,Bordeaux,Gironde,Public,134.1,44.90581167660789,-0.7141948044405471
Académie d'art dentaire Isabelle Dutel (AADID),0332868N,lycee,Bordeaux,Bordeaux,Gironde,Privé,,44.84412291488802,-0.5957493964274212
Collège Léonard de Vinci,0333093H,college,Saint-Aubin-de-Médoc,Bordeaux,Gironde,Public,134.5,44.90581995271512,-0.7154560617884537
Collège Simone Veil,0333132A,college,Carbon-Blanc,Bordeaux,Gironde,Public,102.5,44.9105987358091,-0.500682464533066
Lycée polyvalent Vaclav Havel,0333273D,lycee,Bègles,Bordeaux,Gironde,Public,115.8,44.78623395902917,-0.5635368651660392
SCHOOL EFMDN BEAUTY,0333301J,lycee,Fronsac,Bordeaux,Gironde,Privé,,44.91962631776477,-0.24668999112876006
Collège Saint Fort,0333340B,college,Le Bouscat,Bordeaux,Gironde,Privé,,44.85967551833124,-0.5967407860544302
Collège Rolph et Lucette Hammel,0333341C,college,Bordeaux,Bordeaux,Gironde,Privé,,44.8334434532864,-0.575049571523141
Lycée général STAM - SAINT ANDRE SAINTE MARIE,0333406Y,lycee,Saint-André-de-Cubzac,Bordeaux,Gironde,Privé,127.9,44.98667024998006,-0.43770914713561393
Lycée privé International School 33,0333488M,lycee,Gradignan,Bordeaux,Gironde,Privé,,44.77292072005558,-0.6423244277471609
Collège Andrée Chedid,0333530H,college,Le Haillan,Bordeaux,Gironde,Public,114.2,44.86404654660172,-0.672243728904551
Ensemble scolaire les renards Coimères,0333549D,college,Coimères,Bordeaux,Gironde,Privé,,44.51395313221948,-0.19340902968980417
Ecole Montessori bilingue Bordeaux Rive droite Eclosion des fleurs,0333566X,college,Fargues-Saint-Hilaire,Bordeaux,Gironde,Privé,,44.82229451366262,-0.4336929061600807
Lycée général privé Bordeaux International School Bis,0333579L,lycee,Bordeaux,Bordeaux,Gironde,Privé,,44.840339290805964,-0.596697809056484
"Ensemble scolaire ""les Floranies""",0333598G,college,Floirac,Bordeaux,Gironde,Privé,,44.82690532412399,-0.5154753903657336
Collège privé United School,0333690G,college,Gujan-Mestras,Bordeaux,Gironde,Privé,,44.60885104351094,-1.0730360010575617
Lycée polyvalent Joseph Vallot,0340028W,lycee,Lodève,Montpellier,Hérault,Public,102.1,43.73097463617392,3.3148505978943166
Collège Frédéric Mistral,0340031Z,college,Lunel,Montpellier,Hérault,Public,80.3,43.671938083423754,4.1239600014324616
Lycée général et technologique Georges Clemenceau,0340039H,lycee,Montpellier,Montpellier,Hérault,Public,115,43.602663456709585,3.873020613002154
"Lycée professionnel Jules Ferry - Lycée des métiers des services à la personne, et de l'entreprise",0340045P,lycee,Montpellier,Montpellier,Hérault,Public,87.5,43.60607505502314,3.841609771787177
Lycée général et technologique Jean Moulin,0340059E,lycee,Pézenas,Montpellier,Hérault,Public,111.3,43.45786289826628,3.4162701300770837
"Collège des écrivains combattants, unité pédagogique de proximité au collège Ferdinand Fabre Bédarieux",0340066M,college,Saint-Gervais-sur-Mare,Montpellier,Hérault,Public,,43.653195142232384,3.041529601908366
Collège Frédéric Bazille,0340086J,college,Castelnau-le-Lez,Montpellier,Hérault,Public,116.6,43.63396679487121,3.908809767979202
Collège Clémenceau,0340111L,college,Montpellier,Montpellier,Hérault,Public,104.2,43.60218076862305,3.8731804286986726
Collège Paul Dardé,0340117T,college,Lodève,Montpellier,Hérault,Public,103.6,43.73125287273625,3.309450295180185
Collège Ferdinand Fabre,0340119V,college,Bédarieux,Montpellier,Hérault,Public,98.8,43.610924705937386,3.1546294571436846
Collège privé Fénelon,0340872N,college,Béziers,Montpellier,Hérault,Privé,124.7,43.34700666505527,3.213349383595536
Collège privé La Providence,0340880X,college,Montpellier,Montpellier,Hérault,Privé,120.1,43.604261459197595,3.8724703722774234
Lycée général et technologique privé Notre Dame de La Merci,0340881Y,lycee,Montpellier,Montpellier,Hérault,Privé,142.1,43.60953559266821,3.8687301801599134
Collège privé Sainte Thérèse,0340897R,college,Lunel,Montpellier,Hérault,Privé,114.7,43.674247684851686,4.133369714982657
Collège Simone Veil,0340955D,college,Montpellier,Montpellier,Hérault,Public,87.3,43.618040359415836,3.847929799069605
Collège Emmanuel Maffre-Baugé,0340974Z,college,Paulhan,Montpellier,Hérault,Public,103.4,43.540731733516786,3.4576405976300464
Collège René Cassin,0341032M,college,Agde,Montpellier,Hérault,Public,90.2,43.311851700147415,3.4813300784466747
Collège Jean Moulin,0341065Y,college,Sète,Montpellier,Hérault,Public,76.3,43.415365487204454,3.6710800439238978
Collège Louis Germain,0341276C,college,Saint-Jean-de-Védas,Montpellier,Hérault,Public,112.3,43.579102368557145,3.8224604578016668
Collège du Salagou,0341366A,college,Clermont-l'Hérault,Montpellier,Hérault,Public,98,43.63416926841888,3.431250357140145
"Lycée professionnel Léonard de Vinci, lycée des métiers de la construction écologique, durable et innovante",0341385W,lycee,Montpellier,Montpellier,Hérault,Public,85.4,43.6229146115076,3.8325805158522406
Collège Lo Trentanel,0341386X,college,Gignac,Montpellier,Hérault,Public,110.1,43.65527665752546,3.5490894916479085
Collège Joffre,0341421K,college,Montpellier,Montpellier,Hérault,Public,117.9,43.611770166494864,3.8867397906577668
Lycée agricole privé de la Vallée de l'Hérault,0341470N,lycee,Gignac,Montpellier,Hérault,Privé,,43.6489178782577,3.541687677653779
Lycée agricole privé Cestac La Gardiole,0341474T,lycee,Gigean,Montpellier,Hérault,Privé,,43.499186955937276,3.7123501785987982
Lycée polyvalent privé Saint-Joseph Pierre Rouge,0341521U,lycee,Montferrier-sur-Lez,Montpellier,Hérault,Privé,129.1,43.67856237511677,3.872260062365592
Lycée polyvalent privé Saint Joseph,0341523W,lycee,Sète,Montpellier,Hérault,Privé,128.3,43.40353168274924,3.693140292602751
Lycée agricole privé Maurice Clavel de Frontignan,0341606L,lycee,Frontignan,Montpellier,Hérault,Privé,,43.44335162318281,3.75792976142755
Lycée polyvalent Georges Pompidou,0341921D,lycee,Castelnau-le-Lez,Montpellier,Hérault,Public,120.7,43.648948788555295,3.91989057061776
Establiment Segondari Calandreta Leon Còrdas (Collège privé),0342012C,college,Montpellier,Montpellier,Hérault,Privé,124.6,43.64612340402126,3.8412000848096217
Collège Vincent Badie,0342051V,college,Montarnaud,Montpellier,Hérault,Public,119.9,43.63468681730978,3.6929597243336936
Collège de la Petite Camargue,0342076X,college,Lansargues,Montpellier,Hérault,Public,109.3,43.65487013165015,4.081869894542117
Lycée polyvalent victor Hugo,0342090M,lycee,Lunel,Montpellier,Hérault,Public,117.2,43.68966322044608,4.136117779311383
Collège Pierre Deley,0342130F,college,Marseillan,Montpellier,Hérault,Public,99.5,43.363603231189416,3.5204602528285704
"Euro Sécuri Med, Institut privé",0342270H,lycee,Béziers,Montpellier,Hérault,Privé,,43.36484403113145,3.053723712800187
Ecole Internationale Eridan (Ecole générale et technologique privée),0342319L,lycee,Montpellier,Montpellier,Hérault,Privé,,43.58397123332365,3.873850349059055
Coeur d'école (Ecole secondaire privée),0342404D,college,Pignan,Montpellier,Hérault,Privé,,43.59001418857727,3.764577063277288
Etablissement scolaire privé la Buissonnière (Ecole secondaire privée),0342521F,college,Saint-Aunès,Montpellier,Hérault,Privé,,43.63479871682653,3.949293966425061
Ecole secondaire privée Montessori Les Graines du Bonheur ((Ecole du second degré général privée),0342532T,lycee,Lavérune,Montpellier,Hérault,Privé,,43.58202347487592,3.813091505939748
CITE INTERNATIONALE JULES GUESDE,0342571K,lycee,Montpellier,Montpellier,Hérault,Public,,43.61082494314621,3.848816357222478
Collège de Juvignac,0342579U,college,Juvignac,Montpellier,Hérault,Public,,43.61591771729036,3.812226892705729
Lycée Polyvalent de Cournonterral,0342605X,lycee,Cournonterral,Montpellier,Hérault,Public,,,
Lycée professionnel Alphonse Pellé,0350009V,lycee,Dol-de-Bretagne,Rennes,Ille-et-Vilaine,Public,90.5,48.54370438833424,-1.7642803802130285
Collège du Querpon,0350017D,college,Val d'Anast,Rennes,Ille-et-Vilaine,Public,100.2,47.89156984600312,-1.9895683290916766
Collège Les Gayeulles,0350027P,college,Rennes,Rennes,Ille-et-Vilaine,Public,104.7,48.12537928586194,-1.6499493581762867
Lycée général et technologique Joliot-Curie,0350029S,lycee,Rennes,Rennes,Ille-et-Vilaine,Public,120.3,48.125687227428486,-1.6481306020702366
Collège Angèle Vannier,0350040D,college,Maen Roch,Rennes,Ille-et-Vilaine,Public,96.2,48.41082163358304,-1.3730204118520892
Collège Echange,0350759K,college,Rennes,Rennes,Ille-et-Vilaine,Public,115.5,48.115879734200085,-1.6834300763512902
Lycée professionnel Jean Guéhenno - Lycée des métiers,0350761M,lycee,Fougères,Rennes,Ille-et-Vilaine,Public,88.7,48.34287662437102,-1.2006835185870148
Collège privé Saint Magloire,0350767U,college,Dol-de-Bretagne,Rennes,Ille-et-Vilaine,Privé,109.8,48.5512967188306,-1.7547498952236305
Collège privé Notre-Dame du Vieux Cours,0350781J,college,Rennes,Rennes,Ille-et-Vilaine,Privé,131.7,48.106415392837775,-1.6787187617227946
Lycée professionnel privé Notre-Dame,0350790U,lycee,Redon,Rennes,Ille-et-Vilaine,Privé,100.9,47.64799467349554,-2.0894595654005963
"Lycée polyvalent privé Jeanne d'Arc - Lycée des métiers du tourisme, du secteur sanitaire et de l'intervention sociale",0350797B,lycee,Rennes,Rennes,Ille-et-Vilaine,Privé,120.9,48.11924524245059,-1.6540806074427075
Collège privé Saint Joseph,0350852L,college,Bruz,Rennes,Ille-et-Vilaine,Privé,132.8,48.02520405429156,-1.745639588615377
Collège privé Saint Gilduin,0350857S,college,Combourg,Rennes,Ille-et-Vilaine,Privé,116,48.41143869982861,-1.7559699577360324
Collège privé Saint Joseph,0350863Y,college,La Guerche-de-Bretagne,Rennes,Ille-et-Vilaine,Privé,101.6,47.94075348952326,-1.225719943719011
Collège privé Saint Joseph,0350866B,college,Janzé,Rennes,Ille-et-Vilaine,Privé,116.9,47.958827024626494,-1.4928296304976225
Collège privé Saint Louis-Marie,0350872H,college,Montfort-sur-Meu,Rennes,Ille-et-Vilaine,Privé,120.3,48.136877321632696,-1.950359482579078
Collège privé Jeanne d'Arc,0350883V,college,Maen Roch,Rennes,Ille-et-Vilaine,Privé,106.1,48.40965812659731,-1.3640102532592797
Collège privé Saint Joseph - La Salle,0350891D,college,Tinténiac,Rennes,Ille-et-Vilaine,Privé,118.3,48.326505225326756,-1.8289867272679994
Collège Le Landry,0350965J,college,Rennes,Rennes,Ille-et-Vilaine,Public,115.2,48.09753788927972,-1.6489805465114107
Lycée professionnel Charles Tillon,0351054F,lycee,Rennes,Rennes,Ille-et-Vilaine,Public,89.4,48.10737914974493,-1.6599598376225284
Collège privé Sainte Marie,0351785A,college,Vitré,Rennes,Ille-et-Vilaine,Privé,111.7,48.1219226646868,-1.211880146274436
Collège Gérard de Nerval,0351909K,college,Vitré,Rennes,Ille-et-Vilaine,Public,96.4,48.11896604642633,-1.2148796543812153
Lycée agricole privé St Exupéry de Rennes - La Guerche,0351949D,lycee,La Guerche-de-Bretagne,Rennes,Ille-et-Vilaine,Privé,,47.93988568750252,-1.231372547573523
Lycée agricole privé Abbé Pierre de Tinténiac,0351962T,lycee,Tinténiac,Rennes,Ille-et-Vilaine,Privé,,48.32769003787678,-1.8339198169795154
Lycée agricole privé St Exupéry de Rennes- Vitré,0351963U,lycee,Vitré,Rennes,Ille-et-Vilaine,Privé,,48.119010465597256,-1.2037495678803496
Collège Morvan Lebesque,0352030S,college,Mordelles,Rennes,Ille-et-Vilaine,Public,112.1,48.07273530878959,-1.840130398044565
Collège privé Assomption,0352070K,college,Rennes,Rennes,Ille-et-Vilaine,Privé,142.7,48.122379250771374,-1.6589194034352441
Ecole technique privée Association Odorico,0352178C,lycee,Rennes,Rennes,Ille-et-Vilaine,Privé,,48.10834180613513,-1.7102398312312708
Lycée général et technologique René Cassin,0352235P,lycee,Montfort-sur-Meu,Rennes,Ille-et-Vilaine,Public,118,48.142639214545085,-1.9633096027299743
Collège François Truffaut,0352260S,college,Betton,Rennes,Ille-et-Vilaine,Public,127.4,48.17632035698209,-1.6508804172478202
Lycée général privé Saint Magloire,0352471W,lycee,Dol-de-Bretagne,Rennes,Ille-et-Vilaine,Privé,112.9,48.55143719362211,-1.7544599489590287
Collège Simone Veil,0352860U,college,Crevin,Rennes,Ille-et-Vilaine,Public,111.9,47.936436597389175,-1.6681504358840873
Collège Frédéric Chopin,0360001F,college,Aigurande,Orléans-Tours,Indre,Public,96.9,46.43626246003183,1.8280995988592164
Lycée polyvalent Pasteur,0360005K,lycee,Le Blanc,Orléans-Tours,Indre,Public,99.5,46.63491015677532,1.0682297177021762
Lycée général Jean Giraudoux,0360008N,lycee,Châteauroux,Orléans-Tours,Indre,Public,118,46.81668794808298,1.6959304269967654
Collège Beg Er Vil,0561329R,college,Quiberon,Rennes,Morbihan,Public,109.2,47.479145048559154,-3.1115100871805033
Collège Goh Lanno,0561356V,college,Pluvigner,Rennes,Morbihan,Public,109.1,47.778936061272155,-3.006199981560668
Collège François René de Chateaubriand,0561383Z,college,Gourin,Rennes,Morbihan,Public,94.3,48.130390726713806,-3.61664063534474
Collège Joseph Kerbellec,0561384A,college,Quéven,Rennes,Morbihan,Public,105.3,47.791051439333486,-3.4251199684128046
Collège privé Saint Félix,0561401U,college,Hennebont,Rennes,Morbihan,Privé,117.5,47.8007423146787,-3.298630487042442
Ecole secondaire privée Saint Thomas d'Aquin,0561404X,lycee,Berné,Rennes,Morbihan,Privé,,47.99057727910578,-3.3404599525538234
Collège de Kerdurand,0561409C,college,Riantec,Rennes,Morbihan,Public,109.1,47.714441321551085,-3.318530283689771
Lycée professionnel maritime Jacques de Thézac,0561486L,lycee,Etel,Rennes,Morbihan,Public,,47.661381991894366,-3.200849582292691
Lycée général et technologique Benjamin Franklin,0561534N,lycee,Auray,Rennes,Morbihan,Public,119.4,47.67225559989655,-2.979710208529418
Collège privé Sainte Jeanne d'Arc,0561546B,college,Gourin,Rennes,Morbihan,Privé,96.2,48.1393401148265,-3.610039985608555
Lycée professionnel privé Notre Dame de la Paix,0561606S,lycee,Ploemeur,Rennes,Morbihan,Privé,,47.75215832564475,-3.395050535443925
Collège Kerfontaine,0561616C,college,Pluneret,Rennes,Morbihan,Public,112.4,47.67372729350005,-2.9633701832608836
Lycée général et technologique Charles de Gaulle,0561627P,lycee,Vannes,Rennes,Morbihan,Public,118.6,47.675650761274866,-2.7729105786408867
college prive Diwan,0561792U,college,Vannes,Rennes,Morbihan,Privé,127.6,47.64517811277417,-2.776588639484397
Ecole Les Merlus - Ploemeur,0561899K,lycee,Ploemeur,Rennes,Morbihan,Privé,,47.710348381684085,-3.424579436886342
Atelier de Formation Coiffure,0561911Y,lycee,Vannes,Rennes,Morbihan,Privé,,47.65395000946662,-2.7793313004544498
Lycée général Diwan,0561981Z,lycee,Vannes,Rennes,Morbihan,Privé,128,47.64600091243729,-2.7780521282629564
Collège de Tréfaven,0562028A,college,Lorient,Rennes,Morbihan,Public,79.9,47.76232938786065,-3.3672429802018575
Collège Adalbert,0570012D,college,Bouzonville,Nancy-Metz,Moselle,Public,93.9,49.29856148642772,6.522489525539383
Lycée polyvalent Charles Hermite,0570021N,lycee,Dieuze,Nancy-Metz,Moselle,Public,99.9,48.808034770672805,6.724919849125402
Lycée général et technologique Jean Moulin,0570029X,lycee,Forbach,Nancy-Metz,Moselle,Public,93.7,49.18295045559623,6.908100087074817
Collège De la vallée de Bièvre,0570038G,college,Hartzviller,Nancy-Metz,Moselle,Public,107.8,48.673733413327675,7.080159371573823
Collège Barbot,0570055A,college,Metz,Nancy-Metz,Moselle,Public,99.7,49.11093171322313,6.168239688408272
Lycée général et technologique Robert Schuman,0570057C,lycee,Metz,Nancy-Metz,Moselle,Public,92.5,49.110831042623495,6.208709887916891
Lycée professionnel Alain Fournier - Lycée des métiers du sanitaire et du social,0570061G,lycee,Metz,Nancy-Metz,Moselle,Public,81.6,49.102479826551615,6.17614025841917
Lycée Henri Nominé - Lycée des métiers transfontalier des services aux entreprises,0570099Y,lycee,Sarreguemines,Nancy-Metz,Moselle,Public,91.9,49.114851674574325,7.079049707301272
Lycée professionnel Simon Lazard,0570100Z,lycee,Sarreguemines,Nancy-Metz,Moselle,Public,85.2,49.12005026705192,7.07606989211253
Collège Jean Mermoz,0570115R,college,Yutz,Nancy-Metz,Moselle,Public,100.1,49.35485459020518,6.198830246183162
Lycée professionnel René Cassin,0570124A,lycee,Metz,Nancy-Metz,Moselle,Public,76.3,49.1357101599871,6.166970490381224
Collège Les Hauts de Blémont,0570127D,college,Metz,Nancy-Metz,Moselle,Public,58.6,49.11842459289866,6.2272104275955655
Lycée général privé Sainte Chrétienne,0570214Y,lycee,Sarreguemines,Nancy-Metz,Moselle,Privé,122.9,49.11144373786142,7.067530260253446
Lycée professionnel privé Antoine Gapp,0570248K,lycee,Bouzonville,Nancy-Metz,Moselle,Privé,92.2,49.292098271924274,6.531159992572553
Lycée général et technologique privé de La Salle,0570311D,lycee,Metz,Nancy-Metz,Moselle,Privé,128.7,49.10394665150839,6.192610396323502
Collège de la Canner,0570315H,college,Kédange-sur-Canner,Nancy-Metz,Moselle,Public,112,49.31621867020366,6.330470390927877
Collège Louis Pasteur,0570317K,college,Florange,Nancy-Metz,Moselle,Public,85.6,49.321446466343716,6.129079684622412
Collège Marie Curie,0572009Z,college,Fontoy,Nancy-Metz,Moselle,Public,90.1,49.356610734268514,5.986779529595513
Collège Jean Burger,0572017H,college,Moyeuvre-Grande,Nancy-Metz,Moselle,Public,83.8,49.25361265455629,6.031539425340115
Collège La Paraison,0572020L,college,Lemberg,Nancy-Metz,Moselle,Public,97.3,48.99697457627733,7.3785603972885285
Collège du Himmelsberg,0572021M,college,Sarreguemines,Nancy-Metz,Moselle,Public,96.6,49.10887125252949,7.051549728822332
Lycée polyvalent Rosa Parks,0572027U,lycee,Thionville,Nancy-Metz,Moselle,Public,91.8,49.36513842729554,6.147740334126684
Lycée professionnel privé Saint André - Lycée des métiers de l'optique,0572101Z,lycee,Ottange,Nancy-Metz,Moselle,Privé,100.6,49.440524967106015,6.018409671199985
Collège Paul Verlaine,0572164T,college,Maizières-lès-Metz,Nancy-Metz,Moselle,Public,99.8,49.21490284339379,6.1658001984998405
