nom,uai,type_etablissement,commune,academie,departement,secteur,ips,latitude,longitude
Lycée agricole privé Claire Champagne de Segonzac,0160981E,lycee,Segonzac,Poitiers,Charente,Privé,,45.61799347391097,-0.22341512980440575
Collège privé Saint Joseph,0161050E,college,Cognac,Poitiers,Charente,Privé,122.8,45.696227876151625,-0.33026951861714127
Collège Pierre Bodet,0161075G,college,Angoulême,Poitiers,Charente,Public,95,45.633645312973655,0.14619058061944032
Collège Arlette Guirado,0170002K,college,Archiac,Poitiers,Charente-Maritime,Public,99.1,45.520087392310856,-0.30360587394045113
Collège Aliénor d'Aquitaine,0170005N,college,Le Château-d'Oléron,Poitiers,Charente-Maritime,Public,107.8,45.88492371687665,-1.193370248566259
Lycée agricole privé Saint-Roch d'Estaires,0595122X,lycee,Estaires,Lille,Nord,Privé,,50.64646302610479,2.7200406495368745
Collège Les Vieilles Vignes,0170008S,college,Cozes,Poitiers,Charente-Maritime,Public,99.2,45.57840479188769,-0.8419793810505161
Collège Lavoisier,0595163S,college,Lambersart,Lille,Nord,Public,101.8,50.6425747235052,3.023230122382464
Collège Françoise Dolto,0170010U,college,La Jarrie,Poitiers,Charente-Maritime,Public,117.4,46.13066346689099,-1.0043706304002418
Collège Dupleix,0595178H,college,Landrecies,Lille,Nord,Public,94.9,50.12237464869933,3.6866104835807536
Lycée professionnel Gilles Jamain,0170025K,lycee,Rochefort,Poitiers,Charente-Maritime,Public,94.3,45.93024007889999,-0.9668497895338769
Lycée général et technologique René Josué Valin,0170027M,lycee,La Rochelle,Poitiers,Charente-Maritime,Public,117.9,46.156063027127914,-1.13777998241965
Lycée d'enseignement général et technologique Cordouan,0170042D,lycee,Royan,Poitiers,Charente-Maritime,Public,114.3,45.620498689740415,-1.004709413065221
Lycée professionnel Bernard Palissy,0170078T,lycee,Saintes,Poitiers,Charente-Maritime,Public,97.8,45.73513477620007,-0.6152600133541817
Collège Marcel Pagnol,0170082X,college,Tonnay-Boutonne,Poitiers,Charente-Maritime,Public,96.5,45.96768810599117,-0.7119295900373674
Collège privé Fénelon Notre-Dame,0170099R,college,La Rochelle,Poitiers,Charente-Maritime,Privé,134.9,46.1652442222621,-1.15031015056318
Collège privé Jeanne d'Arc,0170102U,college,Saintes,Poitiers,Charente-Maritime,Privé,126,45.74593508271696,-0.6358204443052957
Collège privé Notre-Dame de Nazareth,0170111D,college,Cozes,Poitiers,Charente-Maritime,Privé,98.6,45.58126542742407,-0.8361204663131805
Collège privé Sainte Sophie,0170118L,college,Saint-Jean-d'Angély,Poitiers,Charente-Maritime,Privé,110,45.94593087153771,-0.5246098112303262
Collège René Caillié,0170144P,college,Saintes,Poitiers,Charente-Maritime,Public,116.5,45.749267034344804,-0.633549502603866
Collège privé Saint-Exupéry,0595302T,college,Roubaix,Lille,Nord,Privé,90.8,50.684564996260974,3.167460562765493
Collège Simone de Beauvoir,0595328W,college,Villeneuve-d'Ascq,Lille,Nord,Public,82.3,50.62942944171095,3.130319950410022
Collège Jean Rostand,0595337F,college,Le Cateau-Cambrésis,Lille,Nord,Public,80.3,50.099125633511356,3.5324106161619833
Collège privé Saint Pierre,0595390N,college,Fourmies,Lille,Nord,Privé,93.7,50.009224390857845,4.050339807198157
Collège privé Saint Jacques,0595391P,college,Hazebrouck,Lille,Nord,Privé,120.4,50.72335632938025,2.5300914913902157
Collège privé de Marcq,0595398X,college,Marcq-en-Baroeul,Lille,Nord,Privé,151.5,50.68036495467745,3.106810557103804
Lycée professionnel Ile Jeanty,0595480L,lycee,Dunkerque,Lille,Nord,Public,75.7,51.03096184672872,2.362340424678106
Collège privé Saint Paul,0595630Z,college,Hem,Lille,Nord,Privé,108.2,50.66926504570404,3.184409315166172
Collège Emile Combes,0170389F,college,Pons,Poitiers,Charente-Maritime,Public,97.6,45.57833890775289,-0.5509201381070716
Ecole du second degré privée hors contrat Terrade DUNKERQUE,0595778K,lycee,Dunkerque,Lille,Nord,Privé,,51.03407940935644,2.379645813415179
Lycée d'enseignement général et technologique agricole de Surgères,0170393K,lycee,Surgères,Poitiers,Charente-Maritime,Public,,46.10807479781692,-0.776880072579619
Lycée professionnel Alain Savary,0595787V,lycee,Wattrelos,Lille,Nord,Public,73,50.709979010581684,3.1989101956520534
Lycée professionnel agricole de Saintes - Le-Petit-Chadignac,0170394L,lycee,Saintes,Poitiers,Charente-Maritime,Public,,45.72007240723688,-0.6635695246980274
Lycée général et technologique international Montebello,0595867G,lycee,Lille,Lille,Nord,Public,106.5,50.620118605335925,3.0474805569861947
Collège Jean Guiton,0170970M,college,Lagord,Poitiers,Charente-Maritime,Public,120.6,46.17214259080316,-1.1703902452632853
Collège Maurice Calmel,0171022U,college,Marans,Poitiers,Charente-Maritime,Public,109.3,46.30695408757596,-0.9887296037003483
Collège Les Salières,0171034G,college,Saint-Martin-de-Ré,Poitiers,Charente-Maritime,Public,111.7,46.193441772549434,-1.3553498375180597
Collège Edouard Grimaux,0171056F,college,Rochefort,Poitiers,Charente-Maritime,Public,106.1,45.953369925708934,-0.9706693474619171
Collège Emile Zola,0171122C,college,Royan,Poitiers,Charente-Maritime,Public,112.5,45.61732023747109,-1.0108099049020165
Ecole d'enseignement technique de l'armée de l'air et de l'espace 722 de Saintes,0171157R,lycee,Saintes,Poitiers,Charente-Maritime,Public,,45.44423810394464,-0.28864026869563486
Collège Marc Jeanjean,0171159T,college,Matha,Poitiers,Charente-Maritime,Public,91.9,45.86853876290083,-0.3134005099507943
Collège de L'Ouche des Carmes,0171213B,college,Aulnay,Poitiers,Charente-Maritime,Public,94.3,46.02338282302833,-0.351499815862386
Collège de l'Atlantique,0171339N,college,Aytré,Poitiers,Charente-Maritime,Public,118.7,46.1328565980302,-1.1245935126948376
Lycée Polyvalent Hôtelier du Parc de la Francophonie,0171405K,lycee,La Rochelle,Poitiers,Charente-Maritime,Public,112.3,46.142826356033375,-1.1631596976867147
"Lycée professionnel de l'Atlantique - Lycée des métiers du bâtiment, de l'hôtellerie et des services",0171571R,lycee,Royan,Poitiers,Charente-Maritime,Public,97.7,45.63467790001499,-1.019190594618579
Collège privé alternatif hors contrat La Passerelle,0171624Y,college,Pessines,Poitiers,Charente-Maritime,Privé,,45.73035091018503,-0.7190103049386473
Collège privé hors contrat Les Ailes Vertes,0171674C,college,Saint-Simon-de-Bordes,Poitiers,Charente-Maritime,Privé,,45.398808216471885,-0.46066602250845234
Collège privé hors contrat Alternatif Bilingue des 2 Charentes,0171683M,college,Celles,Poitiers,Charente-Maritime,Privé,,,
Lycée professionnel Jean de Berry,0180009M,lycee,Bourges,Orléans-Tours,Cher,Public,86.4,47.08373314355156,2.426625551283145
Collège Axel Kahn,0180013S,college,Châteaumeillant,Orléans-Tours,Cher,Public,87.5,46.56837529335041,2.1954996603852264
Collège Francine Leca,0180031L,college,Sancerre,Orléans-Tours,Cher,Public,100.2,47.33121971657909,2.8335405970663947
Collège Edouard Vaillant,0180037T,college,Vierzon,Orléans-Tours,Cher,Public,76.3,47.22901276343106,2.06710967051571
Lycée général privé Jeannine Manuel,0596122J,lycee,Marcq-en-Baroeul,Lille,Nord,Privé,155.6,50.6903886081222,3.1213101956118496
Collège Henri Matisse,0596172N,college,Linselles,Lille,Nord,Public,92.8,50.738450204911544,3.0866603103037034
Collège privé Sainte Claire,0596177U,college,Lille,Lille,Nord,Privé,108.4,50.63445759446208,3.06902154747252
Collège Maurice Schumann,0596529B,college,Pecquencourt,Lille,Nord,Public,88.8,50.375061829305764,3.2054296343625706
Collège privé Ressources Saint Jacques,0596801X,college,Fournes-en-Weppes,Lille,Nord,Privé,96.3,50.58415844297129,2.889789335618925
Collège privé Sacré Coeur - Saint Thomas,0596846W,college,Tourcoing,Lille,Nord,Privé,117.7,50.722809187536605,3.148580063298259
Lycée polyvalent du Pays de Condé,0596854E,lycee,Condé-sur-l'Escaut,Lille,Nord,Public,78.2,50.46175198064292,3.583239328566915
Ecole technologique privée du Valenciennes Football Club,0596900E,lycee,Famars,Lille,Nord,Privé,,50.319633442691895,3.5143847966591393
Collège Miriam Makeba,0597004T,college,Lille,Lille,Nord,Public,79.3,50.61837243885932,3.064760509722426
Ecole secondaire privée hors contrat Sudbury Lilloise,0597096T,lycee,Villeneuve-d'Ascq,Lille,Nord,Privé,,50.64009330813372,3.1562086018855915
Ecole secondaire privée hors contrat de la Liberté - lycée,0597135K,lycee,Berlaimont,Lille,Nord,Privé,,50.201940782099726,3.7857257363195163
Ecole secondaire privée hors contrat de la Chouette Bleue de THIANT,0597222E,college,Thiant,Lille,Nord,Privé,,50.31199686187265,3.450198670862879
Ecole du second degré générale privée hors contrat l'Oeil du Loup - Lycée privé alternatif,0597247G,lycee,Prisches,Lille,Nord,Privé,,50.08197145636377,3.7701691772395254
Ecole Générale et Technologique privée hors contrat Altra Schola - niveau lycée,0597283W,lycee,Englefontaine,Lille,Nord,Privé,,50.197120916416445,3.6502150236309547
Ecole secondaire privée hors contrat CERENE - niveau Collège,0597371S,college,Lille,Lille,Nord,Privé,,50.636652705537145,3.0822624853533123
"Ecole secondaire privée hors contrat ""La petite école au bord du Monde"" - niveau Collège",0597375W,college,Aubers,Lille,Nord,Privé,,50.595362338371466,2.82604335651766
Collège Claude Debussy,0180710Z,college,La Guerche-sur-l'Aubois,Orléans-Tours,Cher,Public,94.8,46.9497477311585,2.952610651663381
Lycée polyvalent Paul Langevin - Lycée des métiers de l'industrie et du génie civil,0600002B,lycee,Beauvais,Amiens,Oise,Public,102,49.4150526818292,2.108599765329404
Lycée professionnel Jean-Baptiste Corot - Lycée des métiers de l'habitat et du commerce,0600003C,lycee,Beauvais,Amiens,Oise,Public,82.8,49.42022207597473,2.0796477739924173
Collège Saint-Exupéry,0600012M,college,Chaumont-en-Vexin,Amiens,Oise,Public,108.7,49.26267365279204,1.8734896369763347
Lycée agricole privé de Bengy,0180758B,lycee,Bengy-sur-Craon,Orléans-Tours,Cher,Privé,,47.001740155990355,2.74919035582388
Lycée professionnel mixte Mireille Grenet,0600017T,lycee,Compiègne,Amiens,Oise,Public,87.6,49.40245677005298,2.818870107000968
Collège Ferdinand Buisson,0600030G,college,Grandvilliers,Amiens,Oise,Public,94.1,49.663175125815094,1.946149983667134
Collège de Marly,0600046Z,college,Ribécourt-Dreslincourt,Amiens,Oise,Public,97.2,49.50818880802897,2.921980099529408
Lycée professionnel Donation de Rothschild,0600048B,lycee,Saint-Maximin,Amiens,Oise,Public,87.8,49.23626670866281,2.460930203561187
Collège Jacques Prévert,0600060P,college,Chambly,Amiens,Oise,Public,109.1,49.16985423746382,2.254719537556851
"Lycée professionnel Marie Curie - Lycée des métiers de l'ingénierie des industries mécaniques, chimiques et biotechnologiques",0600062S,lycee,Nogent-sur-Oise,Amiens,Oise,Public,88.6,49.265845066505285,2.4616134609865816
Ecole  le chêne vert  - PLAIMPIED GIVAUDINS,0180992F,lycee,Plaimpied-Givaudins,Orléans-Tours,Cher,Privé,,47.043305459676006,2.413270085574353
Collège,0190001Y,college,Allassac,Limoges,Corrèze,Public,108.6,45.253185244546806,1.4693967761388589
Lycée général d'Arsonval,0190011J,lycee,Brive-la-Gaillarde,Limoges,Corrèze,Public,114.6,45.16021218275607,1.5295602931013443
Collège René Perrot,0190023X,college,Merlines,Limoges,Corrèze,Public,104.6,45.64573921609598,2.4586198993195505
Collège Jacques CHIRAC,0190025Z,college,Meymac,Limoges,Corrèze,Public,104.9,45.53322774480792,2.1469698819315557
COLLEGE ARMANDE BAUDRY,0190030E,college,Seilhac,Limoges,Corrèze,Public,104.7,45.367934006591184,1.7141999012660927
Lycée général et technologique Edmond Perrier,0190032G,lycee,Tulle,Limoges,Corrèze,Public,114.3,45.268111053829365,1.768408393149482
Institut Jeanne d'Arc (Lycée général privé),0190056H,lycee,Argentat-sur-Dordogne,Limoges,Corrèze,Privé,108.3,45.092878459826814,1.9414105700831912
Collège Victor Hugo,0190613N,college,Tulle,Limoges,Corrèze,Public,96.7,45.26222160766248,1.7617316228488855
"Lycée d'enseignement général, technologique et professionnel agricole de Naves",0190624A,lycee,Naves,Limoges,Corrèze,Public,,45.31290559667389,1.7678801328303324
Lycée professionnel Régional Bernart de Ventadour,0190674E,lycee,Ussel,Limoges,Corrèze,Public,88.6,45.54172240237944,2.315443262702489
Collège,0190695C,college,Lubersac,Limoges,Corrèze,Public,102.9,45.44223125977381,1.4074136025972441
Collège Anna de Noailles,0190720E,college,Larche,Limoges,Corrèze,Public,105.2,45.11949945163325,1.4148503319890258
Collège Georges Cabanis,0190723H,college,Brive-la-Gaillarde,Limoges,Corrèze,Public,109.6,45.15804727324003,1.5236984939799922
Collège privé Notre-Dame,0601139M,college,Beauvais,Amiens,Oise,Privé,123.7,49.43261429431667,2.085981104106585
Collège Anatole France,0601178E,college,Montataire,Amiens,Oise,Public,81,49.26079517459383,2.437900460854897
Collège Claude Debussy,0601193W,college,Margny-lès-Compiègne,Amiens,Oise,Public,104.9,49.432194015439364,2.8266097604485276
Collège Jacques Monod,0601295G,college,Compiègne,Amiens,Oise,Public,107.8,49.41339697240992,2.83038156000026
Collège Condorcet,0601424X,college,Bresles,Amiens,Oise,Public,107.4,49.40963342531509,2.244690102299078
Collège Joliot-Curie,0622946R,college,Auchy-les-Mines,Lille,Pas-de-Calais,Public,89.9,50.51788963605935,2.7882000779325455
Ecole secondaire privée Sainte Odile,0623080L,college,Courset,Lille,Pas-de-Calais,Privé,,50.64643308496353,1.8403601050038771
Collège privé Saint Vaast-Saint Dominique,0623569T,college,Béthune,Lille,Pas-de-Calais,Privé,131.5,50.533703979174014,2.641879712339206
Lycée polyvalent d'Artois,0624440P,lycee,Noeux-les-Mines,Lille,Pas-de-Calais,Public,90.1,50.472782357429715,2.6599496052880744
Ecole secondaire privée hors contrat de Production Automobile de Lens (EPAL),0624474B,lycee,Lens,Lille,Pas-de-Calais,Privé,,50.435772777587395,2.816600627410692
Ecole secondaire polyvalente privée Saint Jean-Baptiste de La Salle - niveau Lycée,0624544C,lycee,Camblain-l'Abbé,Lille,Pas-de-Calais,Privé,,50.37301368139127,2.638723810210931
Lycée polyvalent Blaise Pascal,0630001J,lycee,Ambert,Clermont-Ferrand,Puy-de-Dôme,Public,99.4,45.54556862840989,3.746340336601179
Collège Jean Auguste Senèze,0630006P,college,Arlanc,Clermont-Ferrand,Puy-de-Dôme,Public,100.4,45.416476679894174,3.7238304781615668
Lycée général et technologique Sidoine Apollinaire - Lycée des métiers des services aux entreprises,0630020E,lycee,Clermont-Ferrand,Clermont-Ferrand,Puy-de-Dôme,Public,90.4,45.782122911195664,3.086591459161354
Lycée polyvalent La Fayette - Lycée des métiers de la digitale industrie et du plurimédia,0630021F,lycee,Clermont-Ferrand,Clermont-Ferrand,Puy-de-Dôme,Public,109.6,45.76306434162292,3.131089759662574
Lycée professionnel Roger Claustres - Lycée des métiers des réalisations industrielles et artisanales,0630022G,lycee,Clermont-Ferrand,Clermont-Ferrand,Puy-de-Dôme,Public,95.3,45.795677632219906,3.087059411953557
Lycée professionnel Amédée Gasquet - Lycée des métiers des services aux entreprises,0630024J,lycee,Clermont-Ferrand,Clermont-Ferrand,Puy-de-Dôme,Public,84.2,45.777754973620915,3.074782355315417
Collège Pierre Gironnet,0630047J,college,Pontaumur,Clermont-Ferrand,Puy-de-Dôme,Public,100.3,45.86649280148769,2.673189731459038
Collège François Villon,0630059X,college,Saint-Dier-d'Auvergne,Clermont-Ferrand,Puy-de-Dôme,Public,104.9,45.67629337796844,3.4831496978801053
"Lycée d'enseignement général, technologique et professionnel agricole de Clermont Ferrand-Marmilhat",0630984C,lycee,Lempdes,Clermont-Ferrand,Puy-de-Dôme,Public,,45.77967479558224,3.1783695111950423
Lycée général privé Saint Pierre,0631032E,lycee,Courpière,Clermont-Ferrand,Puy-de-Dôme,Privé,115.3,45.753262896329296,3.529120568182897
Collège privé Notre-Dame,0631080G,college,Billom,Clermont-Ferrand,Puy-de-Dôme,Privé,105.8,45.72219991541392,3.3365602289671314
Collège privé Jeanne d'Arc,0631109N,college,Saint-Eloy-les-Mines,Clermont-Ferrand,Puy-de-Dôme,Privé,97.1,46.16294593218174,2.8295805469573865
Collège privé Saint Joseph,0631111R,college,Saint-Saturnin,Clermont-Ferrand,Puy-de-Dôme,Privé,118,45.661961142810334,3.0932304459497653
Collège Lucie Aubrac,0631126G,college,Clermont-Ferrand,Clermont-Ferrand,Puy-de-Dôme,Public,87.9,45.771396384808845,3.1092898773722877
Collège Georges Charpak,0693890D,college,Brindas,Lyon,Rhône,Public,124.2,45.722063442535394,4.703621165797148
Collège privé la Chrysalide,0694314P,college,Lyon 7e  Arrondissement,Lyon,Rhône,Privé,,45.75243083379912,4.8277455111327185
Ecole secondaire privée à enseignement spécifique Nescens,0694361R,college,Caluire-et-Cuire,Lyon,Rhône,Privé,,45.7944681204286,4.8505065940457905
Lycée polyvalent Augustin Cournot,0700009E,lycee,Gray,Besançon,Haute-Saône,Public,104.6,47.44505140944856,5.588386600034317
Collège privé Menans,0700061L,college,Gy,Besançon,Haute-Saône,Privé,103.9,47.40432676249817,5.8139687063651015
Lycée professionnel Pontarcher,0700882D,lycee,Vesoul,Besançon,Haute-Saône,Public,84.4,47.63513687074172,6.168774336827065
Collège Chateau Rance,0700894S,college,Scey-sur-Saône-et-Saint-Albin,Besançon,Haute-Saône,Public,96.7,47.665605074205004,5.970444963409153
Collège les Mille Etangs,0700925A,college,Mélisey,Besançon,Haute-Saône,Public,96.1,47.75120562409059,6.570245075218516
Lycée polyvalent Lumière,0701078S,lycee,Luxeuil-les-Bains,Besançon,Haute-Saône,Public,93.5,47.82506339598689,6.377900638923183
Collège Ferdinand Sarrien,0710005V,college,Bourbon-Lancy,Dijon,Saône-et-Loire,Public,96.7,46.62262704191078,3.7715595350324533
Collège Jean Mermoz,0710021M,college,Chauffailles,Dijon,Saône-et-Loire,Public,96,46.202889932994374,4.335534980529007
Lycée général et technologique La Prat's,0710023P,lycee,Cluny,Dijon,Saône-et-Loire,Public,121.6,46.43083062253774,4.654176284533315
Collège Pierre Paul Prud'Hon,0710024R,college,Cluny,Dijon,Saône-et-Loire,Public,113.3,46.429620847956755,4.656488143331499
Collège Louis Pergaud,0710025S,college,Couches,Dijon,Saône-et-Loire,Public,108.6,46.86861863504131,4.568038869172785
Lycée polyvalent René Cassin,0710048S,lycee,Mâcon,Dijon,Saône-et-Loire,Public,99.2,46.31497043567772,4.821166459938391
Collège Saint Cyr,0710053X,college,Matour,Dijon,Saône-et-Loire,Public,102.1,46.30712061629,4.483200345213133
Collège Les Chênes Rouges,0710067M,college,Saint-Germain-du-Plain,Dijon,Saône-et-Loire,Public,104.7,46.704180720743466,4.982346797211875
Collège Roger Vailland,0710069P,college,Sanvignes-les-Mines,Dijon,Saône-et-Loire,Public,101.4,46.664139826937095,4.286092946756978
Collège privé Saint Charles,0710106E,college,Chalon-sur-Saône,Dijon,Saône-et-Loire,Privé,120.8,46.788125898823715,4.851093142817236
Collège privé Saint-Sacrement,0710115P,college,Autun,Dijon,Saône-et-Loire,Privé,115.3,46.949285450669954,4.295461875789683
Collège privé,0710121W,college,Chauffailles,Dijon,Saône-et-Loire,Privé,95.4,46.20772992239123,4.341189305750958
Collège Saint-Exupéry,0711054K,college,Mâcon,Dijon,Saône-et-Loire,Public,89.1,46.29737696511189,4.806506380437116
Lycée militaire national,0711064W,lycee,Autun,Dijon,Saône-et-Loire,Public,,46.94965758766919,4.306056352876321
Lycée d'enseignement général et technologique agricole de Fontaines,0711068A,lycee,Fontaines,Dijon,Saône-et-Loire,Public,,46.858185368971306,4.774642803738832
Collège La Croix Menée,0711069B,college,Le Creusot,Dijon,Saône-et-Loire,Public,99.4,46.80425474761284,4.454429821123937
Lycée professionnel agricole de Voiron,0381818V,lycee,Voiron,Grenoble,Isère,Public,,45.37757969324369,5.592190003281607
Collège Louis Pasteur,0711293V,college,Saint-Rémy,Dijon,Saône-et-Loire,Public,102.9,46.76747595538926,4.8308558610203
"Lycée professionnel Jeannette Guyot - Lycée des métiers de la maintenance des véhicules, du transport et de la logistique",0711322B,lycee,Chalon-sur-Saône,Dijon,Saône-et-Loire,Public,84.4,46.77880795080683,4.842905090352787
Collège Les Epontots,0711323C,college,Montcenis,Dijon,Saône-et-Loire,Public,79.5,46.78807515110052,4.418356320377742
Collège La Chataigneraie,0711350G,college,Autun,Dijon,Saône-et-Loire,Public,99.6,46.946992924718536,4.285801539802686
Lycée agricole privé de Vallon - site de Chabons,0382369U,lycee,Châbons,Grenoble,Isère,Privé,,45.445698027001974,5.431260412567458
Lycée agricole privé de Saint-Simeon-Bressieux,0382378D,lycee,Saint-Siméon-de-Bressieux,Grenoble,Isère,Privé,,45.330152061670674,5.260569969675068
Lycée professionnel agricole de Velet,0711815M,lycee,Etang-sur-Arroux,Dijon,Saône-et-Loire,Public,,46.854286853099325,4.171339700508298
LYCEE POLYVALENT SAINT CHARLES,0711896A,lycee,Chalon-sur-Saône,Dijon,Saône-et-Loire,Privé,105.3,46.791478243455316,4.8573367186051195
Collège Notre-Dame,0711925G,college,Louhans,Dijon,Saône-et-Loire,Privé,101.7,46.62345421205377,5.233242880881474
Collège Normandie-Maine,0720002L,college,Ancinnes,Nantes,Sarthe,Public,100.9,48.36900185758302,0.1714187172604465
Lycée professionnel Claude Chappe - Lycée des métiers,0720003M,lycee,Arnage,Nantes,Sarthe,Public,80.7,47.93376476386139,0.18545433990420035
Collège Pierre de Ronsard,0720011W,college,La Chartre-sur-le-Loir,Nantes,Sarthe,Public,100,47.729177747778,0.5786846798516497
Lycée professionnel Maréchal Leclerc de Hauteclocque,0720013Y,lycee,Montval-sur-Loir,Nantes,Sarthe,Public,82.5,47.6923861447614,0.41480449359324323
Collège Gabriel Goussault,0720058X,college,Vibraye,Nantes,Sarthe,Public,95.7,48.06442344370823,0.7344504330928314
Collège de Bercé,0720067G,college,Montval-sur-Loir,Nantes,Sarthe,Public,92.5,47.69897526750431,0.4129213864522583
Collège Léon Tolstoi,0720068H,college,Le Mans,Nantes,Sarthe,Public,83.9,48.02011676905311,0.2097945372364403
Collège Pierre Reverdy,0720070K,college,Sablé-sur-Sarthe,Nantes,Sarthe,Public,96,47.84339482952081,-0.3313573613702411
Collège Alain-Fournier,0720081X,college,Le Mans,Nantes,Sarthe,Public,78,47.98744440417012,0.21607568733298332
Collège Jean Jaurès,0390010Z,college,Damparis,Besançon,Jura,Public,102.5,47.068157830450474,5.414599444546968
Collège Gustave Eiffel,0390016F,college,Fraisans,Besançon,Jura,Public,104.6,47.1469917449159,5.769149587423718
Collège Michel Brezillon,0390031X,college,Orgelet,Besançon,Jura,Public,103.3,46.52268589979346,5.614600254500371
"Lycée polyvalent Hyacinthe Friant - Lycée des métiers de l'hôtellerie, de la restauration et du sanitaire et du social",0390033Z,lycee,Poligny,Besançon,Jura,Public,107.6,46.8348153018462,5.7092003820372845
Lycée général et technologique privé Sainte Marie,0390070P,lycee,Lons-le-Saunier,Besançon,Jura,Privé,116.1,46.67091361326531,5.548819400522589
Collège privé Notre-Dame,0390072S,college,Poligny,Besançon,Jura,Privé,99.7,46.83691636120194,5.706439553488006
Collège privé Saint Just,0390074U,college,Arbois,Besançon,Jura,Privé,107.1,46.90141943115692,5.775099474525786
Collège privé Jeanne d'Arc,0390075V,college,Champagnole,Besançon,Jura,Privé,100.4,46.745524892001384,5.905279967616247
Collège privé Laurent Monnier,0390083D,college,Saint-Aubin,Besançon,Jura,Privé,96.8,47.03267901417394,5.328979596836399
Collège privé Saint Michel,0720808M,college,Loué,Nantes,Sarthe,Privé,103,47.992889686329335,-0.15340920810775105
Collège privé Saint Joseph - La Salle,0720811R,college,Pruillé-le-Chétif,Nantes,Sarthe,Privé,117.1,47.98402601456434,0.14117190213617606
Collège privé Saint Coeur de Marie,0720817X,college,Sillé-le-Guillaume,Nantes,Sarthe,Privé,106.2,48.183816095954754,-0.1279117112424616
Collège Henri Lefeuvre,0720903R,college,Arnage,Nantes,Sarthe,Public,100.4,47.93376476386139,0.18545433990420035
Collège Le Joncheray,0720904S,college,Beaumont-sur-Sarthe,Nantes,Sarthe,Public,95.1,48.228557393116596,0.1329364749857411
Lycée professionnel agricole de Brette-les-Pins,0720907V,lycee,Brette-les-Pins,Nantes,Sarthe,Public,,47.918346857202636,0.3315498483425398
Collège privé Maupertuis-St Benoit,0720983C,college,Le Mans,Nantes,Sarthe,Privé,83.5,47.99623789342081,0.21571019280322684
Collège Jules Grevy,0390798F,college,Poligny,Besançon,Jura,Public,101.3,46.837575759175536,5.698159553326336
Collège des Vernaux,0390823H,college,Tavaux,Besançon,Jura,Public,102.1,47.043874065694716,5.4020606044310435
Collège Jean Rostand,0721042S,college,Sainte-Jamme-sur-Sarthe,Nantes,Sarthe,Public,107.9,48.139056177170595,0.16462097375881404
Collège La Foresterie,0721093X,college,Bonnétable,Nantes,Sarthe,Public,96.4,48.18480461256977,0.42681610453898794
Ecole d'esthétique et de coiffure Silvya Terrade,0391222S,lycee,Lons-le-Saunier,Besançon,Jura,Privé,,46.678781334600174,5.55479989133138
Collège Jean Rostand,0400005N,college,Capbreton,Bordeaux,Landes,Public,117.4,43.651177278020036,-1.425503128268738
Lycée général et technologique Victor Duruy,0400017B,lycee,Mont-de-Marsan,Bordeaux,Landes,Public,112.1,43.89683574692274,-0.5017428219339044
Lycée général et technologique Charles Despiau,0400018C,lycee,Mont-de-Marsan,Bordeaux,Landes,Public,109.4,43.882507062564336,-0.48721119162330184
Lycée professionnel Robert Wlerick - Lycée des métiers des services,0400020E,lycee,Mont-de-Marsan,Bordeaux,Landes,Public,86.5,43.896966395768025,-0.5144638818705521
Collège Serge Barranx,0400023H,college,Montfort-en-Chalosse,Bordeaux,Landes,Public,102.4,43.709878678278244,-0.8416681967067063
Lycée polyvalent Jean Taris - Lycée polyvalent des métiers de l'aéronautique,0400027M,lycee,Peyrehorade,Bordeaux,Landes,Public,106.3,43.54904446671,-1.0906945320390862
Collège George Sand,0400034V,college,Roquefort,Bordeaux,Landes,Public,99.3,44.03198233458615,-0.32152148683669396
Collège Langevin-Wallon,0400091G,college,Tarnos,Bordeaux,Landes,Public,111.5,43.545215835437844,-1.4835303360318983
Collège H. Scognamiglio,0400093J,college,Morcenx-la-Nouvelle,Bordeaux,Landes,Public,95.7,44.039424799288966,-0.9134371221300545
Lycée professionnel agricole de Mugron,0400139J,lycee,Mugron,Bordeaux,Landes,Public,,43.74543210490642,-0.7537567165787123
Collège Les Quatre-Vents,0721226S,college,Le Lude,Nantes,Sarthe,Public,91,47.644385194948775,0.14775961482673267
Collège Marcel Pagnol,0721263G,college,Noyen-sur-Sarthe,Nantes,Sarthe,Public,95.1,47.81884832436123,-0.09008948279033194
Collège Jacques Prévert,0721304B,college,Pontvallain,Nantes,Sarthe,Public,99.1,47.75519548474253,0.190727946284176
Lycée agricole privé notre dame de la Ferté-Bernard,0721336L,lycee,La Ferté-Bernard,Nantes,Sarthe,Privé,,48.18910524325642,0.637750821245577
Collège Georges Desnos,0721364S,college,La Ferté-Bernard,Nantes,Sarthe,Public,96.1,48.1897902852192,0.6472167439474059
Institut technologique européen des métiers de la musique,0721546P,lycee,Le Mans,Nantes,Sarthe,Privé,,48.01534326305502,0.15445255607962785
Ecole Silvya Terrade Le Mans,0721654G,lycee,Le Mans,Nantes,Sarthe,Privé,,48.006548277197226,0.19113153215626957
Collège privé Ste Thérèse St Joseph,0721655H,college,Beaumont-sur-Sarthe,Nantes,Sarthe,Privé,110.5,48.22816038076741,0.1286755863055475
Collège privé Saint-Thomas d'Aquin,0721657K,college,Mamers,Nantes,Sarthe,Privé,108.2,48.35053834063645,0.373524222615441
